id,season,division,round,localTeam,visitorTeam,localGoals,visitorGoals,date,timestamp
1,1970-71,1,1,Athletic Club,Barcelona,1,1,12/09/1970,21942000
2,1970-71,1,1,Las Palmas,Atlético de Madrid,1,1,12/09/1970,21942000
3,1970-71,1,1,Real Madrid,Valencia,2,0,12/09/1970,21942000
4,1970-71,1,1,Celta de Vigo,Sporting de Gijón,2,0,13/09/1970,22028400
5,1970-71,1,1,Elche,Granada,1,1,13/09/1970,22028400
6,1970-71,1,1,Espanyol,Sevilla,0,1,13/09/1970,22028400
8,1970-71,1,1,Zaragoza,Málaga,0,0,13/09/1970,22028400
9,1970-71,1,2,Valencia,Las Palmas,5,1,19/09/1970,22546800
10,1970-71,1,2,Atlético de Madrid,Athletic Club,2,0,20/09/1970,22633200
11,1970-71,1,2,Barcelona,Zaragoza,5,2,20/09/1970,22633200
13,1970-71,1,2,Granada,Espanyol,1,0,20/09/1970,22633200
14,1970-71,1,2,Málaga,Celta de Vigo,2,1,20/09/1970,22633200
15,1970-71,1,2,Real Sociedad,Elche,2,0,20/09/1970,22633200
16,1970-71,1,2,Sevilla,Real Madrid,3,1,20/09/1970,22633200
17,1970-71,1,3,Las Palmas,Athletic Club,1,1,26/09/1970,23151600
18,1970-71,1,3,Real Madrid,Granada,3,2,26/09/1970,23151600
19,1970-71,1,3,Valencia,Sevilla,0,1,26/09/1970,23151600
20,1970-71,1,3,Celta de Vigo,Barcelona,1,1,27/09/1970,23238000
21,1970-71,1,3,Elche,Sporting de Gijón,5,0,27/09/1970,23238000
22,1970-71,1,3,Espanyol,Real Sociedad,0,0,27/09/1970,23238000
24,1970-71,1,3,Zaragoza,Atlético de Madrid,0,1,27/09/1970,23238000
25,1970-71,1,4,Athletic Club,Zaragoza,3,0,04/10/1970,23842800
26,1970-71,1,4,Atlético de Madrid,Celta de Vigo,3,1,04/10/1970,23842800
28,1970-71,1,4,Sporting de Gijón,Espanyol,0,1,04/10/1970,23842800
29,1970-71,1,4,Granada,Valencia,2,2,04/10/1970,23842800
30,1970-71,1,4,Las Palmas,Sevilla,0,0,04/10/1970,23842800
31,1970-71,1,4,Málaga,Elche,1,0,04/10/1970,23842800
32,1970-71,1,4,Real Sociedad,Real Madrid,0,0,04/10/1970,23842800
33,1970-71,1,5,Celta de Vigo,Athletic Club,2,1,11/10/1970,24447600
34,1970-71,1,5,Elche,Barcelona,0,1,11/10/1970,24447600
35,1970-71,1,5,Espanyol,Málaga,1,1,11/10/1970,24447600
36,1970-71,1,5,Real Madrid,Sporting de Gijón,1,1,11/10/1970,24447600
38,1970-71,1,5,Sevilla,Granada,1,0,11/10/1970,24447600
39,1970-71,1,5,Valencia,Real Sociedad,0,0,11/10/1970,24447600
40,1970-71,1,5,Zaragoza,Las Palmas,1,1,11/10/1970,24447600
42,1970-71,1,6,Atlético de Madrid,Elche,3,1,17/10/1970,24966000
43,1970-71,1,6,Barcelona,Espanyol,3,0,17/10/1970,24966000
44,1970-71,1,6,Sporting de Gijón,Valencia,0,1,17/10/1970,24966000
45,1970-71,1,6,Granada,Las Palmas,1,0,18/10/1970,25052400
46,1970-71,1,6,Málaga,Real Madrid,0,2,18/10/1970,25052400
47,1970-71,1,6,Real Sociedad,Sevilla,1,0,18/10/1970,25052400
48,1970-71,1,6,Zaragoza,Celta de Vigo,0,0,18/10/1970,25052400
49,1970-71,1,7,Elche,Athletic Club,1,1,25/10/1970,25657200
50,1970-71,1,7,Espanyol,Atlético de Madrid,0,0,25/10/1970,25657200
51,1970-71,1,7,Granada,Real Sociedad,2,0,25/10/1970,25657200
52,1970-71,1,7,Las Palmas,Celta de Vigo,1,2,25/10/1970,25657200
53,1970-71,1,7,Real Madrid,Barcelona,0,1,25/10/1970,25657200
55,1970-71,1,7,Sevilla,Sporting de Gijón,1,1,25/10/1970,25657200
56,1970-71,1,7,Valencia,Málaga,1,0,25/10/1970,25657200
57,1970-71,1,8,Barcelona,Valencia,0,2,31/10/1970,26175600
58,1970-71,1,8,Athletic Club,Espanyol,2,0,01/11/1970,26262000
59,1970-71,1,8,Atlético de Madrid,Real Madrid,2,2,01/11/1970,26262000
61,1970-71,1,8,Sporting de Gijón,Granada,3,2,01/11/1970,26262000
62,1970-71,1,8,Las Palmas,Real Sociedad,4,2,01/11/1970,26262000
63,1970-71,1,8,Málaga,Sevilla,1,1,01/11/1970,26262000
64,1970-71,1,8,Zaragoza,Elche,1,1,01/11/1970,26262000
65,1970-71,1,9,Elche,Celta de Vigo,1,1,15/11/1970,27471600
66,1970-71,1,9,Espanyol,Zaragoza,0,0,15/11/1970,27471600
67,1970-71,1,9,Granada,Málaga,1,1,15/11/1970,27471600
68,1970-71,1,9,Real Sociedad,Sporting de Gijón,3,1,15/11/1970,27471600
69,1970-71,1,9,Real Madrid,Athletic Club,1,2,15/11/1970,27471600
71,1970-71,1,9,Sevilla,Barcelona,0,1,15/11/1970,27471600
72,1970-71,1,9,Valencia,Atlético de Madrid,1,0,15/11/1970,27471600
73,1970-71,1,10,Athletic Club,Valencia,0,0,22/11/1970,28076400
74,1970-71,1,10,Atlético de Madrid,Sevilla,4,1,22/11/1970,28076400
75,1970-71,1,10,Barcelona,Granada,2,1,22/11/1970,28076400
76,1970-71,1,10,Celta de Vigo,Espanyol,1,0,22/11/1970,28076400
77,1970-71,1,10,Las Palmas,Sporting de Gijón,1,2,22/11/1970,28076400
78,1970-71,1,10,Málaga,Real Sociedad,0,0,22/11/1970,28076400
80,1970-71,1,10,Zaragoza,Real Madrid,0,5,22/11/1970,28076400
82,1970-71,1,11,Sporting de Gijón,Málaga,3,0,29/11/1970,28681200
83,1970-71,1,11,Granada,Atlético de Madrid,0,0,29/11/1970,28681200
84,1970-71,1,11,Las Palmas,Elche,2,2,29/11/1970,28681200
85,1970-71,1,11,Real Sociedad,Barcelona,1,0,29/11/1970,28681200
86,1970-71,1,11,Real Madrid,Celta de Vigo,4,0,29/11/1970,28681200
87,1970-71,1,11,Sevilla,Athletic Club,3,2,29/11/1970,28681200
88,1970-71,1,11,Valencia,Zaragoza,2,0,29/11/1970,28681200
89,1970-71,1,12,Athletic Club,Granada,3,0,06/12/1970,29286000
90,1970-71,1,12,Atlético de Madrid,Real Sociedad,1,0,06/12/1970,29286000
91,1970-71,1,12,Barcelona,Sporting de Gijón,2,0,06/12/1970,29286000
92,1970-71,1,12,Celta de Vigo,Valencia,1,0,06/12/1970,29286000
93,1970-71,1,12,Elche,Espanyol,1,1,06/12/1970,29286000
94,1970-71,1,12,Málaga,Las Palmas,1,1,06/12/1970,29286000
96,1970-71,1,12,Zaragoza,Sevilla,4,1,06/12/1970,29286000
97,1970-71,1,13,Espanyol,Las Palmas,2,1,13/12/1970,29890800
98,1970-71,1,13,Sporting de Gijón,Atlético de Madrid,1,1,13/12/1970,29890800
99,1970-71,1,13,Granada,Zaragoza,3,0,13/12/1970,29890800
100,1970-71,1,13,Málaga,Barcelona,0,1,13/12/1970,29890800
101,1970-71,1,13,Real Sociedad,Athletic Club,2,1,13/12/1970,29890800
102,1970-71,1,13,Real Madrid,Elche,1,1,13/12/1970,29890800
103,1970-71,1,13,Sevilla,Celta de Vigo,2,1,13/12/1970,29890800
105,1970-71,1,14,Athletic Club,Sporting de Gijón,3,0,20/12/1970,30495600
106,1970-71,1,14,Atlético de Madrid,Málaga,2,1,20/12/1970,30495600
107,1970-71,1,14,Celta de Vigo,Granada,2,0,20/12/1970,30495600
108,1970-71,1,14,Elche,Valencia,1,3,20/12/1970,30495600
109,1970-71,1,14,Espanyol,Real Madrid,0,1,20/12/1970,30495600
110,1970-71,1,14,Las Palmas,Barcelona,3,2,20/12/1970,30495600
112,1970-71,1,14,Zaragoza,Real Sociedad,1,0,20/12/1970,30495600
113,1970-71,1,15,Barcelona,Atlético de Madrid,2,0,27/12/1970,31100400
114,1970-71,1,15,Sporting de Gijón,Zaragoza,1,1,27/12/1970,31100400
116,1970-71,1,15,Málaga,Athletic Club,3,3,27/12/1970,31100400
117,1970-71,1,15,Real Sociedad,Celta de Vigo,1,3,27/12/1970,31100400
118,1970-71,1,15,Real Madrid,Las Palmas,4,2,27/12/1970,31100400
119,1970-71,1,15,Sevilla,Elche,2,1,27/12/1970,31100400
120,1970-71,1,15,Valencia,Espanyol,2,1,27/12/1970,31100400
121,1970-71,1,16,Atlético de Madrid,Las Palmas,2,1,03/01/1971,31705200
122,1970-71,1,16,Barcelona,Athletic Club,0,1,03/01/1971,31705200
123,1970-71,1,16,Sporting de Gijón,Celta de Vigo,4,0,03/01/1971,31705200
124,1970-71,1,16,Granada,Elche,3,1,03/01/1971,31705200
125,1970-71,1,16,Málaga,Zaragoza,1,0,03/01/1971,31705200
127,1970-71,1,16,Sevilla,Espanyol,1,0,03/01/1971,31705200
128,1970-71,1,16,Valencia,Real Madrid,1,0,03/01/1971,31705200
129,1970-71,1,17,Athletic Club,Atlético de Madrid,1,0,10/01/1971,32310000
130,1970-71,1,17,Celta de Vigo,Málaga,0,0,10/01/1971,32310000
131,1970-71,1,17,Elche,Real Sociedad,1,2,10/01/1971,32310000
132,1970-71,1,17,Espanyol,Granada,1,0,10/01/1971,32310000
133,1970-71,1,17,Las Palmas,Valencia,0,0,10/01/1971,32310000
134,1970-71,1,17,Real Madrid,Sevilla,4,0,10/01/1971,32310000
136,1970-71,1,17,Zaragoza,Barcelona,1,2,10/01/1971,32310000
137,1970-71,1,18,Athletic Club,Las Palmas,1,0,17/01/1971,32914800
138,1970-71,1,18,Atlético de Madrid,Zaragoza,3,0,17/01/1971,32914800
139,1970-71,1,18,Barcelona,Celta de Vigo,2,1,17/01/1971,32914800
140,1970-71,1,18,Sporting de Gijón,Elche,3,1,17/01/1971,32914800
141,1970-71,1,18,Granada,Real Madrid,2,0,17/01/1971,32914800
143,1970-71,1,18,Real Sociedad,Espanyol,1,0,17/01/1971,32914800
144,1970-71,1,18,Sevilla,Valencia,2,2,17/01/1971,32914800
145,1970-71,1,19,Celta de Vigo,Atlético de Madrid,3,2,24/01/1971,33519600
146,1970-71,1,19,Elche,Málaga,1,1,24/01/1971,33519600
147,1970-71,1,19,Espanyol,Sporting de Gijón,2,0,24/01/1971,33519600
148,1970-71,1,19,Real Madrid,Real Sociedad,1,0,24/01/1971,33519600
150,1970-71,1,19,Sevilla,Las Palmas,3,1,24/01/1971,33519600
151,1970-71,1,19,Valencia,Granada,2,1,24/01/1971,33519600
152,1970-71,1,19,Zaragoza,Athletic Club,1,2,24/01/1971,33519600
153,1970-71,1,20,Athletic Club,Celta de Vigo,2,0,31/01/1971,34124400
155,1970-71,1,20,Barcelona,Elche,0,0,31/01/1971,34124400
156,1970-71,1,20,Sporting de Gijón,Real Madrid,0,1,31/01/1971,34124400
157,1970-71,1,20,Granada,Sevilla,0,0,31/01/1971,34124400
158,1970-71,1,20,Las Palmas,Zaragoza,4,0,31/01/1971,34124400
159,1970-71,1,20,Málaga,Espanyol,0,0,31/01/1971,34124400
160,1970-71,1,20,Real Sociedad,Valencia,0,0,31/01/1971,34124400
161,1970-71,1,21,Celta de Vigo,Zaragoza,2,0,07/02/1971,34729200
162,1970-71,1,21,Elche,Atlético de Madrid,0,4,07/02/1971,34729200
163,1970-71,1,21,Espanyol,Barcelona,0,1,07/02/1971,34729200
164,1970-71,1,21,Las Palmas,Granada,2,0,07/02/1971,34729200
165,1970-71,1,21,Real Madrid,Málaga,2,2,07/02/1971,34729200
167,1970-71,1,21,Sevilla,Real Sociedad,1,0,07/02/1971,34729200
168,1970-71,1,21,Valencia,Sporting de Gijón,1,0,07/02/1971,34729200
169,1970-71,1,22,Athletic Club,Elche,2,0,14/02/1971,35334000
170,1970-71,1,22,Atlético de Madrid,Espanyol,3,0,14/02/1971,35334000
171,1970-71,1,22,Barcelona,Real Madrid,0,1,14/02/1971,35334000
172,1970-71,1,22,Celta de Vigo,Las Palmas,1,0,14/02/1971,35334000
173,1970-71,1,22,Sporting de Gijón,Sevilla,4,0,14/02/1971,35334000
174,1970-71,1,22,Málaga,Valencia,0,1,14/02/1971,35334000
175,1970-71,1,22,Real Sociedad,Granada,1,1,14/02/1971,35334000
177,1970-71,1,23,Elche,Zaragoza,2,1,28/02/1971,36543600
178,1970-71,1,23,Espanyol,Athletic Club,1,0,28/02/1971,36543600
179,1970-71,1,23,Granada,Sporting de Gijón,3,0,28/02/1971,36543600
180,1970-71,1,23,Real Sociedad,Las Palmas,1,0,28/02/1971,36543600
181,1970-71,1,23,Real Madrid,Atlético de Madrid,1,0,28/02/1971,36543600
183,1970-71,1,23,Sevilla,Málaga,1,0,28/02/1971,36543600
184,1970-71,1,23,Valencia,Barcelona,1,1,28/02/1971,36543600
185,1970-71,1,24,Atlético de Madrid,Valencia,3,0,06/03/1971,37062000
186,1970-71,1,24,Athletic Club,Real Madrid,0,1,07/03/1971,37148400
187,1970-71,1,24,Barcelona,Sevilla,5,2,07/03/1971,37148400
188,1970-71,1,24,Celta de Vigo,Elche,3,0,07/03/1971,37148400
189,1970-71,1,24,Sporting de Gijón,Real Sociedad,2,0,07/03/1971,37148400
191,1970-71,1,24,Málaga,Granada,1,0,07/03/1971,37148400
192,1970-71,1,24,Zaragoza,Espanyol,2,2,07/03/1971,37148400
194,1970-71,1,25,Espanyol,Celta de Vigo,0,1,14/03/1971,37753200
195,1970-71,1,25,Sporting de Gijón,Las Palmas,2,0,14/03/1971,37753200
196,1970-71,1,25,Granada,Barcelona,0,2,14/03/1971,37753200
197,1970-71,1,25,Real Sociedad,Málaga,1,2,14/03/1971,37753200
198,1970-71,1,25,Real Madrid,Zaragoza,2,1,14/03/1971,37753200
199,1970-71,1,25,Sevilla,Atlético de Madrid,1,1,14/03/1971,37753200
200,1970-71,1,25,Valencia,Athletic Club,4,0,14/03/1971,37753200
201,1970-71,1,26,Atlético de Madrid,Granada,3,0,20/03/1971,38271600
202,1970-71,1,26,Athletic Club,Sevilla,1,0,21/03/1971,38358000
203,1970-71,1,26,Barcelona,Real Sociedad,4,0,21/03/1971,38358000
204,1970-71,1,26,Celta de Vigo,Real Madrid,2,0,21/03/1971,38358000
205,1970-71,1,26,Elche,Las Palmas,2,0,21/03/1971,38358000
206,1970-71,1,26,Málaga,Sporting de Gijón,3,0,21/03/1971,38358000
208,1970-71,1,26,Zaragoza,Valencia,0,2,21/03/1971,38358000
209,1970-71,1,27,Espanyol,Elche,2,0,28/03/1971,38962800
210,1970-71,1,27,Sporting de Gijón,Barcelona,0,2,28/03/1971,38962800
211,1970-71,1,27,Granada,Athletic Club,2,2,28/03/1971,38962800
212,1970-71,1,27,Las Palmas,Málaga,1,2,28/03/1971,38962800
213,1970-71,1,27,Real Sociedad,Atlético de Madrid,0,1,28/03/1971,38962800
215,1970-71,1,27,Sevilla,Zaragoza,4,2,28/03/1971,38962800
216,1970-71,1,27,Valencia,Celta de Vigo,2,1,28/03/1971,38962800
217,1970-71,1,28,Athletic Club,Real Sociedad,1,1,04/04/1971,39567600
218,1970-71,1,28,Atlético de Madrid,Sporting de Gijón,2,0,04/04/1971,39567600
219,1970-71,1,28,Barcelona,Málaga,1,0,04/04/1971,39567600
220,1970-71,1,28,Celta de Vigo,Sevilla,2,0,04/04/1971,39567600
221,1970-71,1,28,Elche,Real Madrid,0,1,04/04/1971,39567600
222,1970-71,1,28,Las Palmas,Espanyol,0,0,04/04/1971,39567600
224,1970-71,1,28,Zaragoza,Granada,0,0,04/04/1971,39567600
225,1970-71,1,29,Málaga,Atlético de Madrid,0,0,10/04/1971,40086000
226,1970-71,1,29,Real Madrid,Espanyol,1,0,10/04/1971,40086000
227,1970-71,1,29,Sporting de Gijón,Athletic Club,3,1,11/04/1971,40172400
228,1970-71,1,29,Granada,Celta de Vigo,1,0,11/04/1971,40172400
229,1970-71,1,29,Real Sociedad,Zaragoza,2,0,11/04/1971,40172400
231,1970-71,1,29,Valencia,Elche,3,0,11/04/1971,40172400
232,1970-71,1,29,Barcelona,Las Palmas,2,0,12/04/1971,40258800
233,1970-71,1,30,Athletic Club,Málaga,2,1,18/04/1971,40777200
234,1970-71,1,30,Atlético de Madrid,Barcelona,1,1,18/04/1971,40777200
235,1970-71,1,30,Celta de Vigo,Real Sociedad,0,0,18/04/1971,40777200
236,1970-71,1,30,Elche,Sevilla,1,0,18/04/1971,40777200
237,1970-71,1,30,Espanyol,Valencia,1,0,18/04/1971,40777200
238,1970-71,1,30,Las Palmas,Real Madrid,0,0,18/04/1971,40777200
240,1970-71,1,30,Zaragoza,Sporting de Gijón,0,0,18/04/1971,40777200
250,1970-71,2,1,Cádiz,Villarreal,1,2,05/09/1970,21337200
254,1970-71,2,2,Oviedo,Cádiz,1,2,13/09/1970,22028400
257,1970-71,2,2,Villarreal,Deportivo de La Coruña,1,1,13/09/1970,22028400
269,1970-71,2,3,Deportivo de La Coruña,Oviedo,1,0,20/09/1970,22633200
277,1970-71,2,4,Betis,Cádiz,1,0,27/09/1970,23238000
288,1970-71,2,5,Deportivo de La Coruña,Betis,3,1,04/10/1970,23842800
311,1970-71,2,8,Cádiz,Deportivo de La Coruña,3,1,25/10/1970,25657200
317,1970-71,2,8,Rayo Vallecano,Racing de Santander,2,0,25/10/1970,25657200
339,1970-71,2,10,Villarreal,Racing de Santander,1,1,08/11/1970,26866800
349,1970-71,2,11,Racing de Santander,Oviedo,3,2,15/11/1970,27471600
354,1970-71,2,12,Villarreal,Rayo Vallecano,2,1,22/11/1970,28076400
364,1970-71,2,13,Racing de Santander,Betis,0,1,29/11/1970,28681200
368,1970-71,2,13,Rayo Vallecano,Oviedo,1,0,29/11/1970,28681200
382,1970-71,2,15,Rayo Vallecano,Betis,0,1,13/12/1970,29890800
388,1970-71,2,15,Villarreal,Oviedo,2,1,13/12/1970,29890800
393,1970-71,2,16,Cádiz,Racing de Santander,3,0,20/12/1970,30495600
407,1970-71,2,17,Villarreal,Betis,1,3,27/12/1970,31100400
408,1970-71,2,17,Racing de Santander,Deportivo de La Coruña,2,0,27/12/1970,31100400
412,1970-71,2,18,Cádiz,Rayo Vallecano,0,0,03/01/1971,31705200
414,1970-71,2,18,Betis,Oviedo,1,0,03/01/1971,31705200
426,1970-71,2,19,Rayo Vallecano,Deportivo de La Coruña,1,1,10/01/1971,32310000
437,1970-71,2,20,Villarreal,Cádiz,1,0,17/01/1971,32914800
445,1970-71,2,21,Cádiz,Oviedo,0,1,24/01/1971,33519600
447,1970-71,2,21,Deportivo de La Coruña,Villarreal,2,0,24/01/1971,33519600
453,1970-71,2,22,Oviedo,Deportivo de La Coruña,3,2,31/01/1971,34124400
462,1970-71,2,23,Cádiz,Betis,1,1,07/02/1971,34729200
475,1970-71,2,24,Betis,Deportivo de La Coruña,1,1,14/02/1971,35334000
507,1970-71,2,27,Deportivo de La Coruña,Cádiz,1,0,07/03/1971,37148400
508,1970-71,2,27,Racing de Santander,Rayo Vallecano,3,3,07/03/1971,37148400
524,1970-71,2,29,Racing de Santander,Villarreal,2,0,21/03/1971,38358000
539,1970-71,2,30,Oviedo,Racing de Santander,0,0,28/03/1971,38962800
543,1970-71,2,31,Rayo Vallecano,Villarreal,3,0,04/04/1971,39567600
553,1970-71,2,32,Oviedo,Rayo Vallecano,0,1,11/04/1971,40172400
554,1970-71,2,32,Betis,Racing de Santander,3,1,11/04/1971,40172400
577,1970-71,2,34,Betis,Rayo Vallecano,1,1,09/05/1971,42591600
578,1970-71,2,34,Oviedo,Villarreal,0,0,09/05/1971,42591600
586,1970-71,2,35,Racing de Santander,Cádiz,5,1,16/05/1971,43196400
596,1970-71,2,36,Betis,Villarreal,1,1,23/05/1971,43801200
598,1970-71,2,36,Deportivo de La Coruña,Racing de Santander,2,0,23/05/1971,43801200
602,1970-71,2,37,Rayo Vallecano,Cádiz,6,0,30/05/1971,44406000
609,1970-71,2,37,Oviedo,Betis,0,0,29/05/1971,44319600
615,1970-71,2,38,Deportivo de La Coruña,Rayo Vallecano,1,0,06/06/1971,45010800
621,1971-72,1,1,Athletic Club,Las Palmas,1,2,04/09/1971,52786800
622,1971-72,1,1,Valencia,Espanyol,1,1,04/09/1971,52786800
623,1971-72,1,1,Barcelona,Real Sociedad,3,0,05/09/1971,52873200
624,1971-72,1,1,Celta de Vigo,Atlético de Madrid,2,1,05/09/1971,52873200
626,1971-72,1,1,Granada,Málaga,2,0,05/09/1971,52873200
627,1971-72,1,1,Real Madrid,Betis,2,0,05/09/1971,52873200
631,1971-72,1,2,Sporting de Gijón,Athletic Club,3,2,11/09/1971,53391600
632,1971-72,1,2,Las Palmas,Valencia,1,1,11/09/1971,53391600
633,1971-72,1,2,Málaga,Deportivo de La Coruña,2,0,11/09/1971,53391600
634,1971-72,1,2,Betis,Celta de Vigo,1,1,12/09/1971,53478000
637,1971-72,1,2,Espanyol,Barcelona,3,0,12/09/1971,53478000
638,1971-72,1,2,Real Sociedad,Granada,3,1,12/09/1971,53478000
639,1971-72,1,3,Valencia,Sporting de Gijón,1,0,18/09/1971,53996400
640,1971-72,1,3,Athletic Club,Atlético de Madrid,0,1,19/09/1971,54082800
641,1971-72,1,3,Barcelona,Las Palmas,1,2,19/09/1971,54082800
643,1971-72,1,3,Deportivo de La Coruña,Real Sociedad,1,0,19/09/1971,54082800
644,1971-72,1,3,Granada,Espanyol,0,0,19/09/1971,54082800
645,1971-72,1,3,Real Madrid,Celta de Vigo,3,0,19/09/1971,54082800
647,1971-72,1,3,Sevilla,Málaga,1,2,19/09/1971,54082800
648,1971-72,1,4,Las Palmas,Granada,2,2,25/09/1971,54601200
649,1971-72,1,4,Atlético de Madrid,Valencia,0,1,26/09/1971,54687600
650,1971-72,1,4,Betis,Athletic Club,1,0,26/09/1971,54687600
653,1971-72,1,4,Espanyol,Deportivo de La Coruña,2,0,26/09/1971,54687600
654,1971-72,1,4,Sporting de Gijón,Barcelona,1,0,26/09/1971,54687600
656,1971-72,1,4,Real Sociedad,Sevilla,1,1,26/09/1971,54687600
657,1971-72,1,5,Athletic Club,Celta de Vigo,4,0,03/10/1971,55292400
658,1971-72,1,5,Barcelona,Atlético de Madrid,0,0,03/10/1971,55292400
661,1971-72,1,5,Deportivo de La Coruña,Las Palmas,1,0,03/10/1971,55292400
662,1971-72,1,5,Granada,Sporting de Gijón,1,0,03/10/1971,55292400
664,1971-72,1,5,Sevilla,Espanyol,1,0,03/10/1971,55292400
665,1971-72,1,5,Valencia,Betis,2,0,03/10/1971,55292400
666,1971-72,1,6,Las Palmas,Sevilla,1,1,09/10/1971,55810800
667,1971-72,1,6,Atlético de Madrid,Granada,1,0,10/10/1971,55897200
668,1971-72,1,6,Betis,Barcelona,0,0,10/10/1971,55897200
669,1971-72,1,6,Celta de Vigo,Valencia,1,3,10/10/1971,55897200
671,1971-72,1,6,Sporting de Gijón,Deportivo de La Coruña,2,0,10/10/1971,55897200
672,1971-72,1,6,Málaga,Real Madrid,1,1,10/10/1971,55897200
675,1971-72,1,7,Barcelona,Celta de Vigo,1,0,16/10/1971,56415600
676,1971-72,1,7,Real Madrid,Athletic Club,1,0,16/10/1971,56415600
679,1971-72,1,7,Deportivo de La Coruña,Atlético de Madrid,1,1,17/10/1971,56502000
680,1971-72,1,7,Granada,Betis,0,0,17/10/1971,56502000
681,1971-72,1,7,Málaga,Real Sociedad,1,1,17/10/1971,56502000
682,1971-72,1,7,Sevilla,Sporting de Gijón,3,1,17/10/1971,56502000
684,1971-72,1,8,Athletic Club,Valencia,1,1,31/10/1971,57711600
685,1971-72,1,8,Atlético de Madrid,Sevilla,0,2,31/10/1971,57711600
686,1971-72,1,8,Betis,Deportivo de La Coruña,2,0,31/10/1971,57711600
687,1971-72,1,8,Celta de Vigo,Granada,0,0,31/10/1971,57711600
688,1971-72,1,8,Espanyol,Málaga,4,1,31/10/1971,57711600
691,1971-72,1,8,Real Sociedad,Real Madrid,0,2,31/10/1971,57711600
693,1971-72,1,9,Barcelona,Athletic Club,0,1,14/11/1971,58921200
696,1971-72,1,9,Deportivo de La Coruña,Celta de Vigo,0,1,14/11/1971,58921200
698,1971-72,1,9,Málaga,Las Palmas,0,0,14/11/1971,58921200
699,1971-72,1,9,Real Sociedad,Espanyol,4,1,14/11/1971,58921200
700,1971-72,1,9,Real Madrid,Valencia,1,1,14/11/1971,58921200
701,1971-72,1,9,Sevilla,Betis,3,1,14/11/1971,58921200
702,1971-72,1,10,Las Palmas,Real Sociedad,0,0,20/11/1971,59439600
703,1971-72,1,10,Athletic Club,Granada,1,0,21/11/1971,59526000
706,1971-72,1,10,Celta de Vigo,Sevilla,4,1,21/11/1971,59526000
707,1971-72,1,10,Espanyol,Real Madrid,0,0,21/11/1971,59526000
708,1971-72,1,10,Sporting de Gijón,Málaga,1,2,21/11/1971,59526000
710,1971-72,1,10,Valencia,Barcelona,1,0,21/11/1971,59526000
713,1971-72,1,11,Deportivo de La Coruña,Athletic Club,1,0,28/11/1971,60130800
714,1971-72,1,11,Espanyol,Las Palmas,4,0,28/11/1971,60130800
715,1971-72,1,11,Granada,Valencia,1,0,28/11/1971,60130800
716,1971-72,1,11,Málaga,Atlético de Madrid,0,0,28/11/1971,60130800
717,1971-72,1,11,Real Sociedad,Sporting de Gijón,3,1,28/11/1971,60130800
718,1971-72,1,11,Real Madrid,Barcelona,1,1,28/11/1971,60130800
720,1971-72,1,12,Las Palmas,Real Madrid,2,0,04/12/1971,60649200
721,1971-72,1,12,Athletic Club,Sevilla,2,0,05/12/1971,60735600
722,1971-72,1,12,Atlético de Madrid,Real Sociedad,5,0,05/12/1971,60735600
723,1971-72,1,12,Barcelona,Granada,2,0,05/12/1971,60735600
724,1971-72,1,12,Betis,Málaga,0,0,05/12/1971,60735600
726,1971-72,1,12,Sporting de Gijón,Espanyol,4,0,05/12/1971,60735600
728,1971-72,1,12,Valencia,Deportivo de La Coruña,1,1,05/12/1971,60735600
729,1971-72,1,13,Las Palmas,Sporting de Gijón,5,1,11/12/1971,61254000
732,1971-72,1,13,Deportivo de La Coruña,Barcelona,0,2,12/12/1971,61340400
733,1971-72,1,13,Espanyol,Atlético de Madrid,1,2,12/12/1971,61340400
734,1971-72,1,13,Málaga,Celta de Vigo,1,1,12/12/1971,61340400
735,1971-72,1,13,Real Sociedad,Betis,6,0,12/12/1971,61340400
736,1971-72,1,13,Real Madrid,Granada,4,2,12/12/1971,61340400
737,1971-72,1,13,Sevilla,Valencia,2,0,12/12/1971,61340400
739,1971-72,1,14,Atlético de Madrid,Las Palmas,2,0,19/12/1971,61945200
740,1971-72,1,14,Barcelona,Sevilla,1,0,19/12/1971,61945200
741,1971-72,1,14,Betis,Espanyol,0,1,19/12/1971,61945200
742,1971-72,1,14,Celta de Vigo,Real Sociedad,0,1,19/12/1971,61945200
743,1971-72,1,14,Sporting de Gijón,Real Madrid,1,1,19/12/1971,61945200
744,1971-72,1,14,Granada,Deportivo de La Coruña,2,2,19/12/1971,61945200
747,1971-72,1,15,Las Palmas,Betis,2,0,01/01/1972,63068400
750,1971-72,1,15,Espanyol,Celta de Vigo,1,0,02/01/1972,63154800
751,1971-72,1,15,Sporting de Gijón,Atlético de Madrid,1,2,02/01/1972,63154800
752,1971-72,1,15,Málaga,Athletic Club,1,0,02/01/1972,63154800
754,1971-72,1,15,Real Madrid,Deportivo de La Coruña,1,0,02/01/1972,63154800
755,1971-72,1,15,Sevilla,Granada,2,1,02/01/1972,63154800
756,1971-72,1,16,Athletic Club,Real Sociedad,1,2,06/01/1972,63500400
758,1971-72,1,16,Betis,Sporting de Gijón,2,1,06/01/1972,63500400
759,1971-72,1,16,Celta de Vigo,Las Palmas,2,0,06/01/1972,63500400
760,1971-72,1,16,Deportivo de La Coruña,Sevilla,1,0,06/01/1972,63500400
762,1971-72,1,16,Real Madrid,Atlético de Madrid,1,0,06/01/1972,63500400
